listing_name,category,subcategory,town_area,county,state,source_name,source_type,source_url,listing_url,website,phone,email,address,description,extraction_method,source_status,verification_note,date_checked
Golfing,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/golfing/golfingbytown.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Grampa Charlie's,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Gravel Cycling,Outdoor recreation guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Outdoor Recreation,Official tourism guide page,https://visittrinidadcolorado.com/outdoor-recreation/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Great Wall,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Grill 14 (Food Court at the Marketplace),Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hiking,Outdoor recreation guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Outdoor Recreation,Official tourism guide page,https://visittrinidadcolorado.com/outdoor-recreation/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hilton Garden Inn,Lodging,,Trinidad,Las Animas,CO,Visit Trinidad - Stay,Official tourism guide page,https://visittrinidadcolorado.com/stay/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Holiday Inn Express and Suites,Lodging,,Trinidad,Las Animas,CO,Visit Trinidad - Stay,Official tourism guide page,https://visittrinidadcolorado.com/stay/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hollywood Bar & Café,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hometown Pharmacy and Medical,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hops & Vines,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Horse Riding,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/horserides/horsesbytown.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Horseback Riding,Outdoor recreation guide topics,,Trinidad,Las Animas,CO,Visit Trinidad - Outdoor Recreation,Official tourism guide page,https://visittrinidadcolorado.com/outdoor-recreation/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hot Springs,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/Hotsprings/hotspringpools.html,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hunting,Outdoor recreation guide topics; Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad; Visit Trinidad - Outdoor Recreation,Official tourism guide page; Third-party vacation directory,https://visittrinidadcolorado.com/outdoor-recreation/; https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/hunting/,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Hunting & Land Leases,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/hunting/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
I Love Sugar,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
I Love Sugar Sweets & Eats,Dining,,Trinidad,Las Animas,CO,Visit Trinidad - Dine,Official tourism guide page,https://visittrinidadcolorado.com/dine/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Jeeping & 4WD,Vacation directory listings and attractions,,Trinidad,Las Animas,CO,Colorado Vacation Directory - Trinidad,Third-party vacation directory,https://www.coloradodirectory.com/trinidad/,https://www.coloradodirectory.com/jeeping/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Jupiter’s Child,"Shopping, arts, and local retail",,Trinidad,Las Animas,CO,Visit Trinidad - Shop,Official tourism guide page,https://visittrinidadcolorado.com/shop/,,,,,,,heading text from travel guide page,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
